,Title,Published_date,Views,Likes,Comments,Month
2381,GATE Solved Problems (2002-2008) | Logic Gates | Digital Electronics,2016-04-18,14364,83,2,Apr
2382,GATE Solved Problems (2000-2001) | Logic Gates | Digital Electronics,2016-04-15,15898,124,7,Apr
2383,GATE Solved Problems (1997-2000) | Logic Gates | Digital Electronics,2016-04-14,15363,105,3,Apr
2384,GATE Solved Problems (1995) | Logic Gates | Digital Electronics,2016-04-14,16739,106,31,Apr
2385,AC or Dynamic Resistance of a Diode,2016-04-13,248285,2500,73,Apr
2386,DC or Static Resistance of a Diode,2016-04-13,269448,2385,34,Apr
2387,Brain Teaser's #11 |  Railroad Shunting,2016-04-12,4336,23,13,Apr
2388,GATE Solved Problems (2008-2014) | Number Systems | Digital Electronics,2016-04-12,25340,117,42,Apr
2389,Load Line Analysis (Numerical Problem),2016-04-11,268764,2101,84,Apr
2390,GATE Solved Problems (1993) | Logic Gates | Digital Electronics,2016-04-11,21130,115,36,Apr
2391,Load Line Analysis of Diode,2016-04-11,485780,4416,121,Apr
2392,GATE Solved Problems (2006-2007) | Number Systems | Digital Electronics,2016-04-09,25349,103,13,Apr
2393,Diode Equivalent Circuits,2016-04-09,378823,3874,76,Apr
2394,Ideal Vs Practical Diode,2016-04-08,304405,3127,58,Apr
2395,GATE Solved Problems (1988) | Logic Gates | Digital Electronics,2016-04-08,24521,146,48,Apr
2396,Why Actual Memory of Pen Drive is Less than Specified Memory?,2016-04-01,41791,812,28,Apr
2397,GATE Solved Problems (2004-2005) | Number Systems | Digital Electronics,2016-04-01,25627,148,24,Apr
2398,Effects of Temperature on V-I Characteristics,2016-03-31,309776,3386,119,Mar
2399,GATE Solved Problems (2002-2004) | Number Systems | Digital Electronics,2016-03-30,28605,163,20,Mar
2400,Brain teaser's #10 |  Find the Angle,2016-03-29,1583,7,16,Mar
2401,GATE Solved Problems (1998-2001) | Number Systems | Digital Electronics,2016-03-29,41776,227,67,Mar
2402,GATE Solved Problems (1993-1998) | Number Systems | Digital Electronics,2016-03-29,112801,688,74,Mar
2403,V-I Characteristics of PN Junction Diode,2016-03-28,668160,6691,116,Mar
2404,IES Solved Problems (Part 3) - Digital Electronics,2016-03-27,4341,35,7,Mar
2405,IES Solved Problems (Part 2) - Digital Electronics,2016-03-27,5266,41,8,Mar
2406,Semiconductor Diode,2016-03-26,423243,4011,77,Mar
2407,IES Solved Problems (Part 1) - Digital Electronics,2016-03-25,17133,110,9,Mar
2408,PN Junction Diode (Reverse-Bias Condition),2016-03-25,399608,4111,91,Mar
2409,PN Junction Diode (Forward-Bias Condition),2016-03-23,647814,5760,138,Mar
2410,Width of Depletion Region,2016-03-23,278826,2434,39,Mar
2411,Barrier Potential,2016-03-23,391600,4027,91,Mar
2412,PN Junction Diode (No Applied Bias),2016-03-19,750715,7763,210,Mar
2413,NOR Gate as Universal Gate,2016-03-19,401750,4174,167,Mar
2414,NAND Gate as Universal Gate (Part 2),2016-03-14,394740,3225,271,Mar
2415,NAND Gate as Universal Gate (Part 1),2016-03-14,700818,6264,166,Mar
2416,Logic Gates (Part 6) | Important!,2016-03-11,278449,2246,126,Mar
2417,Logic Gates (Part 5) | Important!,2016-03-11,364460,3416,216,Mar
2418,Logic Gates (Part 4),2016-03-09,273239,2303,53,Mar
2419,Logic Gates (Part 3),2016-03-09,298204,2203,197,Mar
2420,Logic Gates (Part 2),2016-03-08,390314,3153,222,Mar
2421,"Brain Teaser's #9 | Father, Mother, Daughter & Son",2016-03-08,1312,6,11,Mar
2422,Logic Gates (Part 1),2016-03-07,621930,5979,368,Mar
2423,Gray Code to Binary Conversion,2016-03-05,562258,5749,231,Mar
2424,2421 Code,2016-03-04,346619,2936,210,Mar
2425,Binary to Gray Code Conversion,2016-03-03,886531,9272,445,Mar
2426,Introduction to Gray Code,2016-03-03,860368,8816,144,Mar
2427,Excess-3 Code Addition,2016-03-02,360146,3404,323,Mar
2428,Excess-3 Code (XS-3 Code),2016-03-01,618485,6398,215,Mar
2429,BCD Addition,2016-03-01,703009,7929,351,Mar
2430,Binary Coded Decimal (BCD) Code,2016-02-29,897980,11453,432,Feb
2431,Brain Teaser's #8 | Trains And A Fly,2016-02-26,1590,7,15,Feb
2432,Classification of Codes,2016-02-25,453338,4250,85,Feb
2433,Binary Subtraction using 2's Complement,2016-02-25,635792,6847,354,Feb
2434,Binary Subtraction using 1's Complement,2016-02-11,673649,7382,412,Feb
2435,Data Representation using 2's Complement,2016-01-29,267790,2753,172,Jan
2436,Data Representation using Signed Magnitude,2015-11-25,389800,4052,169,Nov
2437,Data Representation using 1's Complement,2015-11-25,283017,2421,226,Nov
2438,Shortcut for 2's Complement,2015-11-23,304284,2829,59,Nov
2439,1's and 2's Complement,2015-11-23,751408,6561,198,Nov
2440,(r-1)'s Complement,2015-11-23,472263,5207,114,Nov
2441,r's Complement,2015-11-23,716560,7502,347,Nov
2442,Hexadecimal Multiplication,2015-11-23,298143,2685,157,Nov
2443,Hexadecimal Subtraction,2015-11-23,359603,3524,221,Nov
2444,Hexadecimal Addition,2015-11-23,578724,5590,274,Nov
2445,Octal Multiplication,2015-11-20,242144,2118,132,Nov
2446,Octal Addition,2015-11-20,293802,2596,249,Nov
2447,Binary Addition,2015-11-20,524567,5347,387,Nov
2448,Octal Subtraction,2015-11-20,255847,2241,228,Nov
2449,Binary Division,2015-11-19,1477629,16474,762,Nov
2450,Binary Multiplication,2015-11-18,367939,3545,221,Nov
2451,Binary Subtraction,2015-11-16,473879,4720,357,Nov
2452,Hexadecimal to Octal & Octal to Hexadecimal Conversion,2015-11-14,284387,2711,115,Nov
2453,Hexadecimal to Binary & Binary to Hexadecimal Conversion,2015-11-14,328889,3208,130,Nov
2454,Octal to Binary & Binary to Octal Conversion,2015-11-11,365266,3463,149,Nov
2455,Hexadecimal to Decimal Conversion,2015-11-09,272215,2280,113,Nov
2456,Octal to Decimal Conversion,2015-11-09,310336,2582,113,Nov
2457,Cyclicity of Unit Digit (Part 3),2015-11-08,6435,64,32,Nov
2458,Cyclicity of Unit Digit (Part 2),2015-11-08,5331,60,14,Nov
2459,Binary to Decimal Conversion,2015-11-06,359311,3246,195,Nov
2460,Cyclicity of Unit Digit (Part 1),2015-11-06,9889,128,21,Nov
2461,Decimal to Hexadecimal Conversion,2015-11-05,436544,3948,211,Nov
2462,Decimal to Octal Conversion,2015-11-05,541983,4556,307,Nov
2463,Decimal to Binary Conversion,2015-11-04,613563,6018,432,Nov
2464,Binary Number System,2015-11-03,492837,4896,62,Nov
2465,Introduction to Number Systems,2015-11-03,701454,7626,106,Nov
2466,Counting Number of Zeros,2015-10-31,17636,158,30,Oct
2467,Number of Factors of Composite Number | Short Trick,2015-10-31,9749,72,2,Oct
2468,LCM and HCF of Polynomials,2015-10-30,76939,882,58,Oct
2469,LCM and HCF of Fractions,2015-10-30,18115,138,17,Oct
2470,Demultiplexer as Decoder,2015-10-30,425551,3273,44,Oct
2471,LCM and HCF of Numbers,2015-10-30,9971,85,11,Oct
2472,Venn Diagram,2015-10-29,174130,1554,199,Oct
2473,Full Subtractor using 1:8 Demultiplexer,2015-10-29,477829,3262,66,Oct
2474,Complement Meaning and Examples,2015-10-29,208046,1849,190,Oct
2475,What is Digital Signal?,2015-10-27,529681,4422,136,Oct
2476,1:4 Demultiplexer,2015-10-26,780809,5783,127,Oct
2477,Introduction to Demultiplexer | 1:2 DEMUX,2015-10-26,1025750,8705,275,Oct
2478,Need of Digital Signals,2015-10-24,371942,3229,87,Oct
2479,Divisibility Tests (Part 2),2015-10-24,5383,37,7,Oct
2480,Divisibility Tests (Part 1),2015-10-23,7565,56,7,Oct
2481,Number Types (Part 2),2015-10-22,7934,51,4,Oct
2482,Number Types (Part 1),2015-10-21,15423,100,16,Oct
2483,Difference between Reasoning and Aptitude,2015-10-20,49821,470,78,Oct
2484,4 Bit Parallel Adder using Full Adders,2015-10-20,1230617,11514,262,Oct
2485,Full Adder using Half Adder,2015-10-20,1094833,9982,175,Oct
2486,Statement Problems in Boolean Algebra (Part 2),2015-10-19,160513,1412,53,Oct
2487,Statement Problems in Boolean Algebra (Part 1),2015-10-19,206145,1486,175,Oct
2488,Switching Circuits (Part 2),2015-10-19,161160,1493,35,Oct
2489,Switching Circuits (Part 1),2015-10-18,257583,2096,33,Oct
2490,Switch and Bits Intuition,2015-10-17,417276,3430,138,Oct
2491,32X1 MUX using 8X1 MUX,2015-10-15,551367,4930,199,Oct
2492,Quine-McCluskey Minimization Technique (Tabular Method),2015-10-14,1694973,23539,762,Oct
2493,Conductivity of Semiconductors Numerical (Part 2),2015-10-13,161992,1366,35,Oct
2494,Conductivity of Semiconductors Numerical (Part 1),2015-10-13,230010,2071,65,Oct
2495,Conductivity of a Semiconductor,2015-10-04,343016,3028,45,Oct
2496,Charge Densities in a Semiconductor,2015-10-04,336242,3164,60,Oct
2497,Self Dual,2015-10-02,208878,2025,173,Oct
2498,Dual Form,2015-08-09,286001,2632,70,Aug
2499,Positive and Negative Logic,2015-06-15,347046,3145,163,Jun
2500,Examples & Tricks (SOP and POS Forms),2015-06-15,395050,3838,150,Jun
2501,Practice Problems on Sequential Circuits (Part 3),2015-06-06,117111,729,102,Jun
2502,Minimal to Canonical Form Conversion (Part 2),2015-06-06,359761,3605,60,Jun
2503,Minimal to Canonical Form Conversion (Part 1),2015-06-06,529751,5494,90,Jun
2504,Practice Problems on Sequential Circuits (Part 2),2015-06-04,172578,933,79,Jun
2505,Mass Action Law,2015-05-28,389019,3711,98,May
2506,Electron Vs Hole Flow,2015-05-27,373323,3708,134,May
2507,Intrinsic and Extrinsic Semiconductors,2015-05-27,591503,6182,140,May
2508,Brain Teaser's #7 | Four Sections,2015-05-24,1931,12,2,May
2509,Universal Shift Register,2015-05-24,693856,6322,238,May
2510,Semiconductor Materials,2015-05-15,1969892,11812,441,May
2511,Bidirectional Shift Register,2015-05-11,710362,5984,147,May
2512,Shift Register (PISO Mode),2015-05-09,973726,8530,295,May
2513,SR Latch | NOR and NAND SR Latch,2015-04-20,3698793,41400,1835,Apr
2514,SOP and POS Form Examples,2015-04-19,1350372,14619,429,Apr
2515,Shift Register (SIPO & PIPO Mode),2015-04-18,1124743,9412,317,Apr
2516,Product of Sums (Part 2) | POS Form,2015-04-18,505908,5221,77,Apr
2517,Product of Sums (Part 1) | POS Form,2015-04-18,939502,9966,223,Apr
2518,Sum of Products (Part 2) | SOP Form,2015-04-17,783186,7613,229,Apr
2519,Sum of Products (Part 1) | SOP Form,2015-04-17,1616127,17191,553,Apr
2520,Redundancy Theorem (Boolean Algebra Trick),2015-04-12,643022,7007,649,Apr
2521,Boolean Algebra Examples (Part 2),2015-04-12,617040,5500,346,Apr
2522,Shift Register (SISO Mode),2015-04-11,1793256,14570,352,Apr
2523,Data Formats and Classification of Registers,2015-04-11,763017,6631,125,Apr
2524,Introduction to Registers,2015-04-09,1688524,14254,256,Apr
2525,Boolean Algebra Examples (Part 1),2015-04-07,763630,7219,143,Apr
2526,Introduction to Boolean Algebra (Part 2),2015-04-07,784933,8342,130,Apr
2527,Introduction to Boolean Algebra (Part 1),2015-04-07,1560946,16823,267,Apr
2528,Introduction to Digital Electronics,2015-04-05,558081,4799,97,Apr
2529,Johnson's Counter (Twisted/Switch Tail Ring Counter),2015-04-05,790416,5738,94,Apr
2530,Ring Counter,2015-04-05,1113120,9277,294,Apr
2531,3-Bit & 4-bit Up/Down Synchronous Counter,2015-04-04,1397019,9614,396,Apr
2532,3-Bit Synchronous Up Counter,2015-04-02,1077558,10125,319,Apr
2533,How to Design Synchronous Counters | 2-Bit Synchronous Up Counter,2015-04-02,1254944,10391,310,Apr
2534,Decade (BCD) Ripple Counter,2015-04-02,885757,6782,284,Apr
2535,Modulus of the Counter & Counting up to Particular Value,2015-03-30,989686,8774,357,Mar
2536,What is an Analog Signal?,2015-03-29,758091,6664,142,Mar
2537,What is Signal?,2015-03-29,4159019,19906,617,Mar
2538,3 Bit & 4 Bit UP/DOWN Ripple Counter,2015-03-28,1169918,8753,389,Mar
2539,3 bit & 4 bit Asynchronous Down Counter,2015-03-28,1041490,7402,206,Mar
2540,State Diagram of a Counter,2015-03-27,578559,4347,83,Mar
2541,4 Bit Asynchronous Up Counter,2015-03-25,1033827,7162,167,Mar
2542,3 Bit Asynchronous Up Counter,2015-03-25,1461609,11473,301,Mar
2543,Types of Counters | Comparison between Ripple and Synchronous counters,2015-03-25,1080808,9921,150,Mar
2544,Design Procedure for Clocked Sequential Circuits,2015-03-23,1083002,8945,389,Mar
2545,ASM Chart for Moore State Machine,2015-03-23,217947,1709,75,Mar
2546,ASM Chart,2015-03-22,406808,3346,74,Mar
2547,State Reduction and Assignment,2015-03-22,671246,6106,181,Mar
2548,Sequence Detector (Example),2015-03-22,701536,5336,295,Mar
2549,Sequence or Pattern Detector,2015-03-21,580911,4295,151,Mar
2550,Behaviour of Master Slave D Flip Flop,2015-03-21,746406,6882,277,Mar
2551,"Brain Teaser's #6 | Jug, Milk and Water",2015-03-18,3089,12,9,Mar
2552,Practice Problems on Combinational Circuits (Part 4),2015-03-18,145883,1204,148,Mar
2553,Analysis of Clocked Sequential Circuits (with T Flip Flop),2015-03-18,283004,2261,66,Mar
2554,Analysis of Clocked Sequential Circuits (with JK Flip Flop),2015-03-18,522479,4273,151,Mar
2555,Analysis of Clocked Sequential Circuits (with D Flip Flop),2015-03-17,690211,5867,261,Mar
2556,Mealy and Moore State Machines (Part 2),2015-03-17,584697,3990,61,Mar
2557,Mealy and Moore State Machines (Part 1),2015-03-17,1387425,10066,263,Mar
2558,"Introduction to State Table, State Diagram & State Equation",2015-03-16,1599183,12259,224,Mar
2559,Difference between Synchronous and Asynchronous Sequential Circuits,2015-03-15,696325,5548,77,Mar
2560,Preset and Clear Inputs in Flip Flop,2015-03-15,536936,4899,157,Mar
2561,How to get Edge Triggering | Simulation using Multisim,2015-03-15,393772,3223,59,Mar
2562,Electromotive force and Power,2015-03-13,4436,25,5,Mar
2563,Introduction to Counters | Important,2015-03-12,2125918,19832,517,Mar
2564,Ohmic and Non-Ohmic Conductors,2015-03-12,64554,717,22,Mar
2565,Resistance and Ohm's Law,2015-03-12,3604,30,4,Mar
2566,Drift Velocity and Ohm's Law,2015-03-11,24530,210,14,Mar
2567,Practice Problems on Combinational Circuits (Part 3),2015-03-10,154148,1293,221,Mar
2568,Practice Problems on Combinational Circuits (Part 2),2015-03-02,179298,1340,45,Mar
2569,Practice Problems on Combinational Circuits (Part 1),2015-02-27,390506,3280,138,Feb
2570,SR Flip Flop to T Flip Flop Conversion,2015-02-27,538707,6110,562,Feb
2571,SR Flip Flop to JK Flip Flop Conversion,2015-02-27,919775,7510,240,Feb
2572,T Flip Flop to D Flip Flop Conversion,2015-02-26,638558,4080,80,Feb
2573,5 Steps for Flip Flop Conversions | JK to D Flip Flop Conversion,2015-02-26,1183221,9718,204,Feb
2574,"Truth Table, Characteristic Table and Excitation Table for T flip flop",2015-02-25,872448,6622,110,Feb
2575,Introduction to T flip flop,2015-02-25,1226983,8502,180,Feb
2576,Master Slave JK Flip Flop,2015-02-25,1642666,15196,753,Feb
2577,Race Around Condition or Racing in JK Flip Flop,2015-02-24,1317543,18958,2655,Feb
2578,"Truth Table, Characteristic Table and Excitation Table for JK flip flop",2015-02-18,1510708,11312,215,Feb
2579,Introduction to JK flip flop,2015-02-18,2588182,20910,475,Feb
2580,"Truth Table, Characteristic Table and Excitation Table for D Flip Flop",2015-02-09,1231821,7572,109,Feb
2581,Introduction to D flip flop,2015-02-09,2161245,13452,271,Feb
2582,"Truth Table, Characteristic Table and Excitation Table for SR Flip Flop",2015-02-09,1996245,14640,466,Feb
2583,Introduction to SR Flip Flop,2015-02-09,3224248,23022,462,Feb
2584,Difference between Latch and Flip Flop,2015-02-09,1810089,14261,350,Feb
2585,Triggering Methods in Flip Flops,2015-02-08,1491475,10948,183,Feb
2586,What is a Clock?,2015-02-02,1882546,17027,286,Feb
2587,Introduction to Sequential Circuits | Important,2015-02-01,2627124,22630,384,Feb
2588,"Brain Teaser's #5 | Crow, Sparrow & Parrot",2015-01-30,3874,20,10,Jan
2589,Full Adder Implementation using Decoder,2015-01-28,670996,6247,123,Jan
2590,Hexadecimal to Binary Encoder,2015-01-28,311311,1855,22,Jan
2591,Octal to Binary Encoder,2015-01-28,511745,3692,45,Jan
2592,Decimal to BCD Encoder,2015-01-23,747524,5526,101,Jan
2593,Priority Encoder,2015-01-23,1547497,13199,521,Jan
2594,Introduction to Encoders and Decoders,2015-01-23,2348253,18730,276,Jan
2595,Brain Teaser's #4 | Five Men & Apples,2015-01-20,4501,22,20,Jan
2596,Hamming Code | Error Correction,2015-01-20,936718,10941,557,Jan
2597,Hamming Code | Error Detection,2015-01-20,1911371,17540,520,Jan
2598,Programmable Array Logic (PAL),2015-01-09,786262,7890,611,Jan
2599,2-Bit Comparator,2015-01-09,1049348,8402,235,Jan
2600,Logical Expression from Multiplexer,2015-01-09,354241,2840,25,Jan
2601,1-Bit Full Adder using Multiplexer,2015-01-07,774324,5253,210,Jan
2602,Implementation of Boolean Function using Multiplexers,2015-01-07,1616087,13665,475,Jan
2603,Three Ways to Travel in Time,2014-12-12,24737,476,20,Dec
2604,Implementing 8X1 MUX using 4X1 MUX (Special Case),2014-12-09,994269,8684,238,Dec
2605,Implementing 8X1 MUX using 2X1 MUX,2014-12-09,762423,5582,115,Dec
2606,MUX Tree Basic | 4X1 MUX using 2X1 MUX | Easy Explanation,2014-12-09,879288,7040,122,Dec
2607,8X1 Multiplexer,2014-12-08,1173229,8573,169,Dec
2608,4X1 Multiplexer,2014-12-08,1533578,11495,169,Dec
2609,Introduction to Multiplexers | MUX Basic,2014-12-06,2672224,24244,510,Dec
2610,Brain Teaser's #3 | Heaven or Hell,2014-11-02,6700,25,13,Nov
2611,BCD Adder | Simple Explanation,2014-11-02,972037,9582,295,Nov
2612,Getting Started with MATLAB,2014-10-30,18872,257,46,Oct
2613,Hierarchy of Operators,2014-10-30,20233,192,11,Oct
2614,MATLAB Basics (Part 1) | Different windows in MATLAB,2014-10-29,49996,462,17,Oct
2615,What is MATLAB?,2014-10-29,166310,1756,54,Oct
2616,Carry Lookahead Adder (Part 2) | CLA Adder,2014-10-28,674747,6817,212,Oct
2617,Carry Lookahead Adder (Part 1) | CLA Generator,2014-10-28,1183277,9508,195,Oct
2618,Brain Teaser's #2 | Nine Dots & 4 Lines,2014-10-25,8527,28,23,Oct
2619,Programmable Logic Array (PLA) | Easy Explanation,2014-10-24,1382209,13808,498,Oct
2620,Realizing Half Subtractor using NOR Gates only,2014-10-24,214042,1334,18,Oct
2621,"Brain Teaser's #1 | Man, Wolf, Goat and Cabbage",2014-10-23,16708,81,29,Oct
2622,Realizing Half Subtractor using NAND Gates only,2014-10-22,279937,1997,32,Oct
2623,Realizing Full Adder using NAND Gates only,2014-10-21,473629,3745,61,Oct
2624,Realizing Half Adder using NOR Gates only,2014-10-21,378342,2689,55,Oct
2625,Realizing Half Adder using NAND Gates only,2014-10-21,686569,4553,48,Oct
2626,Shift Add 3 Method | Simple method for Binary to BCD conversion,2014-10-20,254996,1945,83,Oct
